machine_type,operating_hours,temperature_c,vibration_mm_s,pressure_bar,days_since_maintenance,shift,environment,error_count_30d,energy_kw,failure_next_7_days
A,5634,73.07,4.97,7.17,16,tarde,seco,1,35.38,0
A,4201,67.36,3.55,7.89,13,manana,seco,6,41.08,0
A,5978,65.54,3.91,6.38,87,noche,polvoriento,4,47.78,0
A,6660,75.69,3.73,5.68,139,manana,seco,4,46.57,0
B,4920,79.24,5.79,6.53,46,tarde,seco,1,52.11,0
B,6290,68.08,3.58,7.61,64,tarde,seco,3,44.62,0
B,2679,69.24,3.63,6.14,205,tarde,seco,3,42.19,0
C,6001,78.56,6.24,6.69,179,tarde,humedo,2,49.4,0
A,6724,63.27,3.5,6.78,19,tarde,seco,2,52.3,1
A,200,58.02,3.49,5.64,28,manana,seco,1,50.1,0
A,6501,61.21,3.77,6.37,103,tarde,seco,0,39.12,0
A,4684,61.64,3.72,6.62,82,tarde,seco,1,42.43,0
B,7101,68.94,3.63,7.43,58,noche,seco,13,45.37,0
A,5014,70.94,1.51,7.34,68,tarde,humedo,1,44.49,0
A,4407,65.84,2.97,6.62,61,tarde,seco,1,49.05,0
B,217,67.24,3.55,5.32,100,noche,seco,2,45.64,0
B,5472,66.65,4.57,6.47,124,noche,humedo,1,41.75,0
A,4186,63.89,3.49,6.41,138,tarde,seco,4,51.25,0
A,4217,50.78,4.83,6.71,32,tarde,seco,2,51.35,0
B,5549,62.76,,5.28,76,manana,seco,6,41.46,0
A,2639,69.15,4.68,7.31,55,noche,seco,0,38.61,0
B,8099,62.13,4.14,6.35,31,manana,humedo,4,45.84,0
B,7657,69.17,4.17,7.25,33,manana,,4,43.42,0
C,3597,73.11,3.19,5.89,106,tarde,seco,0,54.78,0
A,5702,61.28,4.03,7.22,101,tarde,seco,1,28.7,1
C,4388,85.06,1.15,6.56,113,manana,humedo,0,40.91,0
C,3438,58.57,4.42,7.37,43,manana,seco,1,53.86,0
B,2073,55.89,3.01,6.22,28,tarde,polvoriento,0,52.71,0
A,2305,72.89,3.78,6.09,88,manana,seco,3,39.58,0
C,4474,82.73,3.58,6.43,50,tarde,polvoriento,4,67.66,0
A,5044,71.74,3.81,6.03,102,noche,polvoriento,4,34.62,1
A,5933,80.9,5.0,6.8,85,manana,polvoriento,1,49.78,0
A,5564,71.08,4.52,6.67,144,manana,seco,1,47.38,0
A,6964,63.66,2.74,5.82,88,noche,humedo,1,53.86,0
C,7313,77.11,4.42,6.04,148,tarde,polvoriento,3,65.35,0
A,5683,71.51,2.41,7.0,47,tarde,,2,48.2,0
A,9583,59.0,3.76,5.57,50,manana,,4,36.41,0
C,2477,59.67,3.97,7.31,23,tarde,humedo,1,50.75,0
C,8514,78.09,4.83,6.05,237,tarde,seco,3,44.81,1
A,10102,59.73,4.79,5.59,47,tarde,seco,2,54.95,0
A,7023,56.48,3.9,5.38,18,noche,seco,4,44.26,0
A,5207,67.85,3.37,6.07,188,tarde,seco,0,43.39,0
A,7250,74.88,3.35,5.52,168,manana,seco,3,56.24,1
A,200,74.95,2.34,7.14,80,tarde,polvoriento,2,52.24,0
B,3624,66.42,3.8,6.87,71,tarde,seco,2,41.63,0
A,5582,81.69,2.72,5.6,170,tarde,humedo,1,45.17,0
A,2286,71.95,4.36,8.04,98,manana,humedo,1,31.17,0
A,2821,67.08,3.49,7.08,95,tarde,polvoriento,2,45.05,0
C,971,66.66,4.17,7.44,195,manana,seco,2,50.35,0
B,4558,69.82,4.41,6.27,81,tarde,polvoriento,1,58.52,0
A,4452,72.45,4.12,7.63,154,tarde,seco,2,44.02,1
B,6096,72.45,2.95,6.06,53,noche,polvoriento,7,29.17,1
A,3005,79.03,4.59,6.73,42,tarde,humedo,1,52.67,0
A,8861,64.72,3.05,7.08,50,manana,seco,2,40.12,0
B,11349,75.58,5.16,5.46,126,noche,humedo,5,35.45,1
A,8190,71.83,3.84,6.04,42,noche,humedo,3,50.47,0
A,881,45.37,2.33,6.5,83,tarde,seco,1,40.53,0
B,7685,65.74,4.44,4.83,84,tarde,polvoriento,6,44.39,1
B,313,73.0,2.67,5.76,94,manana,seco,0,40.53,0
C,5738,69.16,3.93,6.11,62,manana,seco,1,59.28,0
A,2569,79.08,4.84,6.26,80,tarde,seco,1,45.2,0
C,3481,58.43,4.41,7.4,42,manana,seco,1,53.65,0
A,807,69.11,2.57,5.96,95,manana,seco,1,46.76,0
C,958,76.87,4.48,7.38,128,tarde,seco,0,44.29,0
B,5603,70.3,3.94,6.05,49,tarde,humedo,4,35.8,0
A,7489,82.63,5.56,7.49,61,manana,seco,2,36.23,0
A,2644,77.06,2.46,6.07,42,manana,humedo,0,49.02,0
A,2828,66.16,1.1,5.42,74,manana,humedo,3,45.57,0
B,3540,58.02,4.24,5.58,168,manana,seco,3,43.24,0
B,6450,57.17,3.96,6.91,35,manana,seco,2,49.44,0
A,6548,78.79,,6.13,79,noche,polvoriento,0,41.28,0
A,5439,68.2,4.29,6.88,173,tarde,seco,2,58.7,0
B,6448,58.38,2.31,6.72,122,manana,humedo,0,35.5,0
A,3813,85.29,2.99,6.55,129,noche,seco,1,51.56,0
A,2891,57.62,3.71,5.71,32,manana,seco,5,38.47,0
B,7602,68.93,4.98,6.06,44,tarde,seco,1,49.88,0
B,4093,55.18,3.3,7.27,117,tarde,seco,2,44.67,0
B,2676,72.95,2.19,6.48,186,tarde,polvoriento,2,34.91,0
C,5714,76.5,4.56,5.56,34,manana,polvoriento,2,35.87,0
B,2640,77.47,1.91,6.53,83,tarde,seco,1,42.09,0
A,5574,83.09,2.77,7.26,120,noche,seco,4,46.95,0
A,6579,88.3,2.22,5.74,70,tarde,humedo,6,41.7,0
A,1931,69.07,2.26,8.07,69,tarde,seco,2,42.68,0
A,4036,68.35,1.55,6.08,92,noche,seco,1,40.68,0
B,4738,86.81,4.1,6.57,80,noche,polvoriento,0,41.94,0
B,5765,73.08,5.45,5.49,16,tarde,seco,0,50.83,0
A,6621,59.22,6.21,6.81,80,noche,seco,4,49.64,0
A,5759,71.48,2.81,6.09,199,noche,seco,1,40.78,1
C,7603,82.02,4.99,6.43,111,tarde,humedo,9,49.44,0
A,5627,67.12,2.91,6.78,36,manana,seco,1,49.54,0
B,5157,85.14,2.82,5.85,111,manana,humedo,3,38.33,0
A,5961,52.6,,,69,manana,humedo,3,43.55,0
C,4945,68.07,4.22,6.12,84,manana,seco,4,48.51,0
A,5019,69.58,3.71,6.57,179,manana,polvoriento,2,43.95,0
C,6293,70.1,4.75,5.51,54,manana,humedo,2,59.05,0
A,3499,65.97,2.56,7.16,67,manana,seco,3,35.19,0
B,5306,81.66,5.07,6.33,68,manana,humedo,2,49.23,0
B,7158,73.95,3.32,5.33,62,manana,humedo,0,35.85,0
A,2201,84.12,3.82,5.94,79,manana,seco,1,40.35,0
A,3014,74.41,2.81,7.32,158,noche,humedo,3,45.55,0
A,3515,47.28,3.3,4.98,92,tarde,seco,0,43.34,0
A,2311,83.61,4.02,6.81,72,manana,seco,1,38.95,0
C,5045,72.29,4.25,6.34,37,noche,polvoriento,2,55.66,0
B,4857,67.68,4.48,4.66,32,noche,seco,3,43.79,0
A,2498,64.9,4.63,7.37,33,manana,seco,3,53.19,0
B,6192,69.78,5.05,5.9,178,tarde,seco,2,40.43,1
C,7050,74.89,4.4,6.29,160,manana,polvoriento,0,59.18,0
A,3861,68.32,3.3,6.68,114,noche,polvoriento,0,30.35,0
A,7419,64.08,3.78,6.23,49,noche,humedo,2,43.7,0
B,5774,58.51,4.67,4.46,19,noche,seco,3,57.65,0
A,7119,75.83,4.23,6.43,110,tarde,,1,52.51,0
B,8950,66.79,2.47,6.93,27,noche,polvoriento,2,41.53,0
A,6580,67.76,3.74,5.43,50,noche,polvoriento,3,37.34,0
C,5592,92.19,5.34,6.27,69,manana,polvoriento,1,58.22,0
A,4611,67.27,2.87,6.5,31,noche,humedo,2,49.04,0
B,1546,79.17,4.18,6.16,150,noche,seco,1,50.15,0
A,2027,64.52,2.77,7.12,228,noche,seco,3,47.9,0
B,3399,59.91,4.81,5.94,56,tarde,seco,4,46.17,0
A,5687,86.39,4.38,6.7,65,manana,seco,2,51.63,1
B,4402,45.56,3.01,6.2,41,manana,seco,2,49.75,0
A,7802,65.15,3.07,5.92,22,tarde,seco,2,36.11,0
C,1261,74.44,4.83,6.81,196,noche,seco,1,48.92,1
A,5863,73.39,0.89,6.76,64,tarde,seco,1,47.23,0
B,4807,57.48,4.74,6.5,105,tarde,seco,1,29.23,0
C,6942,75.61,3.12,8.29,85,tarde,polvoriento,2,55.15,0
C,6348,74.17,4.14,6.33,17,noche,seco,0,50.31,0
B,4747,72.86,3.39,6.46,74,tarde,seco,2,48.4,0
A,5229,75.6,4.07,,111,noche,humedo,3,36.46,1
B,1648,63.29,3.06,4.88,208,manana,seco,3,45.24,0
A,3995,65.0,2.74,6.85,67,manana,polvoriento,1,54.62,0
C,3621,67.38,4.79,6.83,31,manana,polvoriento,3,59.87,0
B,6045,68.01,3.25,5.13,109,manana,seco,1,35.84,0
A,8384,70.7,4.51,,46,tarde,seco,0,29.46,0
A,5359,81.72,1.4,6.02,79,noche,seco,2,48.68,0
C,2373,67.46,5.18,8.6,151,manana,seco,0,48.78,0
A,1986,71.21,2.25,,86,tarde,seco,1,35.25,0
A,5416,82.96,2.83,7.27,121,noche,seco,4,47.33,0
B,6168,57.81,3.08,6.26,162,noche,seco,3,38.42,0
A,1976,81.11,,4.51,35,noche,seco,0,54.99,0
A,4282,56.76,4.0,5.77,45,tarde,polvoriento,1,33.62,0
B,5233,62.32,5.83,5.69,91,manana,seco,2,46.44,0
A,11247,70.37,3.7,5.75,101,tarde,polvoriento,3,41.14,0
B,8157,71.19,,6.29,36,noche,seco,1,34.94,0
A,2676,75.77,4.15,6.96,13,tarde,seco,1,50.48,0
C,8655,98.75,5.33,5.5,146,manana,humedo,1,49.71,0
C,7606,81.69,4.98,6.46,111,tarde,humedo,9,49.59,0
A,4114,67.13,3.53,7.9,12,manana,seco,6,40.86,0
B,4367,74.56,3.48,5.32,88,manana,seco,0,37.98,0
C,6352,66.5,4.67,7.48,74,manana,polvoriento,2,66.2,0
B,7546,69.63,3.63,6.58,66,manana,seco,5,46.81,1
C,2774,66.02,3.53,6.66,103,tarde,seco,6,51.62,0
A,3068,74.46,2.87,7.3,157,noche,humedo,3,45.92,0
C,444,69.91,3.98,6.24,66,noche,polvoriento,1,48.73,0
A,5358,64.91,3.68,5.76,104,tarde,seco,3,59.47,0
A,1416,65.12,4.95,7.08,68,manana,seco,0,55.08,0
A,4556,62.83,3.0,,25,noche,polvoriento,3,54.6,0
A,4732,67.59,3.65,5.8,90,manana,seco,2,48.9,0
B,5139,68.66,5.96,6.27,126,tarde,seco,3,51.11,0
B,3587,60.74,4.22,5.7,36,tarde,seco,1,57.02,0
A,7148,78.81,3.53,5.37,85,manana,polvoriento,5,38.08,0
A,2720,65.94,1.08,5.43,73,manana,humedo,3,45.33,0
A,3865,70.52,4.36,6.72,147,manana,polvoriento,2,52.72,0
A,200,64.02,2.05,6.75,93,noche,seco,1,43.98,0
A,6951,78.61,3.5,5.35,86,manana,polvoriento,5,37.84,0
A,4860,56.19,3.39,6.38,137,manana,seco,2,39.88,0
C,6251,72.1,4.07,5.7,16,noche,seco,1,55.29,0
A,7202,64.34,4.79,6.0,64,manana,polvoriento,3,37.34,0
A,5234,59.64,5.2,6.35,47,noche,polvoriento,0,43.43,0
B,5094,63.85,2.85,5.59,79,noche,seco,0,32.44,0
C,5082,81.94,3.67,,172,tarde,seco,0,40.41,0
B,6205,69.12,4.97,5.02,119,manana,humedo,2,40.27,0
C,2458,68.05,2.52,6.83,11,tarde,seco,4,52.1,0
B,5676,89.28,3.63,6.11,118,tarde,seco,1,45.3,0
A,2024,68.67,3.32,7.23,122,tarde,seco,3,43.18,0
B,7235,76.5,4.82,6.21,69,tarde,polvoriento,0,42.96,0
C,4680,56.76,3.77,6.95,21,tarde,seco,1,60.51,0
A,5441,63.74,4.49,5.75,85,manana,seco,2,58.08,0
B,2282,68.68,3.84,5.72,90,noche,polvoriento,0,40.85,0
C,2763,54.64,5.33,5.86,65,tarde,seco,1,50.21,0
A,4936,76.68,3.53,6.82,59,manana,humedo,3,35.04,0
A,3173,62.97,4.08,5.82,49,manana,seco,1,51.9,0
A,2940,78.0,4.52,6.52,47,tarde,polvoriento,0,44.91,0
A,200,55.33,2.73,6.19,234,tarde,seco,1,41.53,1
C,6579,67.05,2.77,6.47,172,tarde,seco,2,49.94,0
C,4493,83.21,3.4,7.65,44,noche,seco,1,49.74,0
C,7928,65.4,5.38,7.19,32,noche,humedo,2,56.39,0
C,7608,70.09,3.33,6.91,77,noche,seco,1,57.38,0
A,3781,63.71,3.83,6.8,92,noche,humedo,5,41.52,0
C,4654,85.35,4.75,5.39,88,manana,seco,2,55.53,0
A,4201,63.99,3.5,6.41,137,tarde,seco,4,50.89,0
A,5312,67.68,3.65,5.81,77,noche,humedo,1,45.35,0
A,2113,66.92,3.58,,101,manana,seco,1,42.61,0
C,7472,77.24,4.43,6.01,145,tarde,polvoriento,3,65.13,0
A,6041,69.64,2.51,7.33,140,tarde,seco,3,42.07,0
A,5628,71.62,2.39,7.07,48,tarde,,2,48.87,0
A,2800,58.67,5.86,5.45,35,noche,polvoriento,3,47.05,0
A,2147,61.23,3.11,5.99,81,tarde,humedo,3,41.31,0
B,4568,64.12,2.66,5.34,20,noche,polvoriento,7,40.3,0
B,2365,71.08,4.0,5.12,104,tarde,humedo,0,55.97,0
A,6863,74.42,4.25,6.01,49,tarde,,2,54.44,0
A,4581,67.85,3.68,5.39,94,manana,seco,1,48.14,0
B,5248,62.78,5.87,5.71,92,manana,seco,2,46.27,0
C,5852,78.77,,6.8,133,tarde,polvoriento,1,48.87,0
B,1393,71.31,1.17,6.46,60,tarde,seco,0,40.43,0
B,1551,66.6,5.01,6.83,90,tarde,seco,0,51.67,0
B,2519,63.47,4.23,5.88,235,noche,polvoriento,0,51.74,0
C,6303,60.81,5.69,,29,manana,seco,3,55.88,0
C,8263,66.69,4.91,4.49,91,tarde,seco,2,58.33,0
B,8006,75.05,3.71,6.25,122,manana,humedo,6,37.47,0
A,200,67.16,3.02,7.24,69,noche,humedo,2,41.23,0
C,5142,58.9,5.06,6.19,34,tarde,polvoriento,1,65.76,0
A,8466,52.62,4.68,6.44,152,tarde,seco,1,40.27,0
B,4811,71.13,2.93,6.43,106,manana,seco,1,53.24,0
B,6569,56.08,3.2,5.09,50,manana,humedo,3,44.87,0
B,6551,69.04,3.45,5.0,78,tarde,seco,4,48.12,0
A,2352,68.25,4.19,7.44,71,manana,polvoriento,0,52.27,0
B,3241,60.51,2.28,5.92,94,tarde,seco,4,41.28,0
B,7085,71.42,3.31,6.85,55,noche,seco,0,46.25,0
C,9626,71.84,5.29,6.49,137,tarde,seco,2,50.07,1
C,4298,82.41,4.35,6.82,44,tarde,humedo,3,39.66,0
B,5942,85.18,4.51,,86,manana,seco,4,47.04,0
B,5458,72.49,3.24,7.13,82,noche,seco,2,58.91,0
A,2512,61.92,4.43,6.37,68,tarde,humedo,3,55.58,0
C,4922,66.2,3.8,5.66,80,manana,polvoriento,3,40.1,0
C,7074,77.73,3.4,6.62,53,manana,seco,0,53.79,0
B,7527,63.43,4.41,6.75,38,manana,polvoriento,1,42.27,0
B,7243,58.86,2.2,5.57,127,tarde,humedo,0,37.79,0
A,3316,63.08,3.43,,94,manana,seco,1,35.98,0
B,4349,64.6,1.88,6.19,31,tarde,seco,1,42.49,0
A,7036,71.47,3.37,6.15,104,noche,seco,3,47.23,0
A,5602,53.61,2.29,6.85,111,manana,polvoriento,2,32.94,0
A,4396,75.59,3.44,6.94,128,noche,humedo,1,48.75,0
B,3904,61.97,2.87,6.46,52,noche,seco,2,42.01,0
B,5960,60.12,4.6,5.84,165,noche,polvoriento,1,52.29,0
C,1468,70.53,3.59,,39,noche,humedo,5,42.64,0
B,4915,57.33,5.19,7.88,25,noche,seco,3,49.31,0
A,5485,68.43,4.41,6.8,54,tarde,humedo,3,37.83,0
B,3928,53.6,3.42,7.6,61,noche,seco,3,35.15,0
A,7524,75.65,3.42,5.47,57,tarde,polvoriento,1,55.44,0
A,1236,60.66,5.0,,54,manana,seco,0,26.69,0
A,4674,48.46,3.0,6.29,34,manana,seco,3,47.73,0
A,3946,72.83,1.98,5.46,92,manana,seco,3,48.03,0
C,5420,78.36,4.55,6.77,73,noche,seco,1,60.99,0
B,6393,63.09,3.8,6.21,78,tarde,seco,4,42.96,0
C,2192,90.16,5.47,6.06,90,noche,seco,1,46.53,0
B,6154,57.18,3.08,6.28,162,noche,seco,3,38.47,0
B,5109,69.62,5.35,5.47,94,tarde,humedo,2,44.65,0
C,6173,85.88,5.29,7.02,77,manana,seco,2,50.76,0
A,5993,87.34,3.45,7.24,77,tarde,polvoriento,1,32.0,0
A,4394,74.89,4.28,7.15,74,noche,humedo,5,39.39,0
A,1972,71.62,3.76,5.95,48,noche,humedo,0,54.76,0
B,4415,73.61,3.37,5.95,75,manana,seco,2,49.08,0
C,5298,67.98,3.54,6.47,101,manana,polvoriento,1,53.08,0
B,4965,69.8,3.89,,32,manana,polvoriento,5,44.07,0
A,3276,48.18,3.83,5.14,63,manana,polvoriento,3,45.73,0
A,3649,71.94,3.83,6.49,54,manana,seco,1,51.64,0
A,5906,74.12,4.52,5.52,100,tarde,seco,4,41.99,0
B,11734,66.23,2.2,6.69,300,tarde,seco,7,40.87,0
A,5001,69.0,3.6,6.18,91,manana,polvoriento,5,34.37,0
B,200,67.49,3.56,5.34,99,noche,seco,2,45.69,0
A,5731,71.23,2.43,7.09,49,tarde,,2,48.84,0
A,7317,72.49,4.09,7.28,83,manana,polvoriento,2,47.97,0
A,3886,72.69,3.48,7.25,53,noche,seco,2,47.79,0
B,7205,66.66,5.32,7.32,133,tarde,seco,3,45.18,0
C,5297,81.78,4.66,5.41,90,manana,humedo,4,46.24,0
B,6660,68.67,3.31,6.0,67,tarde,polvoriento,3,45.17,0
B,1138,58.25,1.8,5.77,118,noche,polvoriento,3,57.4,0
A,3803,49.41,2.75,5.89,29,manana,seco,3,31.81,0
A,6062,74.38,3.67,5.31,67,manana,seco,1,57.3,0
A,3475,65.48,4.44,7.4,71,manana,seco,2,53.17,0
C,8265,70.32,3.69,5.25,65,noche,seco,3,56.68,0
B,7509,76.86,3.82,5.6,193,tarde,humedo,7,51.14,0
A,5705,71.05,4.52,6.64,147,manana,seco,1,47.36,0
A,2938,65.94,3.13,5.37,83,manana,seco,3,32.8,0
B,3713,70.09,3.82,6.0,100,noche,humedo,2,44.4,0
C,933,62.62,5.2,7.45,65,manana,seco,3,51.82,0
B,1531,71.5,4.11,6.53,113,manana,seco,3,41.74,0
B,2430,64.6,3.47,5.65,102,tarde,seco,3,56.25,0
A,1024,78.12,4.2,6.68,12,noche,seco,2,44.09,0
B,7015,61.04,4.42,6.06,115,tarde,seco,3,40.19,0
B,7480,48.51,5.17,5.91,156,manana,polvoriento,1,53.88,0
A,1656,68.43,3.88,6.98,11,noche,humedo,2,37.28,0
B,2351,53.43,3.89,6.58,65,manana,humedo,3,41.33,0
A,3475,68.36,3.01,6.34,81,tarde,seco,1,38.55,0
A,5546,64.75,2.52,6.48,39,tarde,humedo,4,50.36,0
A,8054,59.43,3.96,6.04,28,tarde,humedo,2,53.5,0
B,3284,70.52,4.25,6.63,20,manana,seco,2,41.05,0
B,7246,69.74,3.7,5.11,166,manana,polvoriento,2,44.82,0
A,2652,62.03,2.36,5.94,111,tarde,polvoriento,3,44.01,1
B,9018,57.43,3.66,4.94,50,noche,humedo,2,56.95,0
A,3212,68.53,3.81,6.96,88,manana,seco,1,45.59,0
B,6109,53.19,4.81,6.15,68,tarde,seco,2,50.47,1
A,6385,58.69,4.88,6.96,70,tarde,humedo,4,53.65,0
B,6889,67.98,4.3,5.77,47,noche,seco,0,49.05,0
A,4975,63.94,3.4,6.28,83,manana,humedo,1,41.93,0
C,9308,71.06,3.4,,42,noche,seco,3,57.78,0
B,7795,80.41,4.33,6.09,82,tarde,seco,5,57.63,0
A,9237,81.09,5.45,5.29,95,noche,seco,6,42.12,1
A,2956,66.01,1.06,5.39,75,manana,humedo,3,45.42,0
B,5638,60.17,3.67,6.52,161,manana,seco,1,42.44,0
B,6619,68.92,3.49,4.99,77,tarde,seco,4,47.82,0
C,7077,70.43,3.9,6.36,67,tarde,humedo,2,47.9,0
B,1922,65.52,3.52,7.6,94,manana,seco,2,44.49,0
C,1986,62.4,,6.28,162,manana,humedo,1,41.36,0
B,4844,67.04,6.5,5.65,130,manana,seco,1,36.17,0
A,4848,69.28,3.61,6.18,92,manana,polvoriento,5,34.41,0
A,11142,70.12,3.63,5.75,102,tarde,polvoriento,3,41.44,0
A,5286,52.83,4.9,6.62,117,tarde,seco,3,49.65,0
B,6459,63.13,4.54,6.12,80,manana,humedo,3,50.27,0
B,4576,84.13,4.22,6.38,55,tarde,seco,3,44.08,0
B,8643,81.36,3.51,5.89,80,noche,humedo,1,58.25,0
B,4611,68.99,3.98,6.4,50,noche,humedo,3,39.85,0
A,5034,57.83,3.96,5.23,157,manana,seco,2,45.02,0
A,4391,75.03,5.88,6.8,79,manana,seco,2,45.61,1
B,5904,75.28,1.61,6.71,39,manana,seco,2,45.72,0
C,4881,61.66,3.19,6.23,180,manana,polvoriento,1,47.51,0
A,7831,72.75,3.55,5.69,55,noche,seco,0,39.18,0
B,6822,62.44,1.22,7.12,128,manana,seco,3,31.18,0
B,4712,71.6,1.89,6.41,120,noche,polvoriento,2,51.74,0
A,3913,49.19,2.73,5.94,30,manana,seco,3,31.81,0
C,8579,73.76,3.7,7.31,94,tarde,polvoriento,2,40.51,0
B,5567,68.31,4.64,5.23,201,tarde,humedo,2,43.24,0
B,200,60.11,2.72,5.98,42,manana,seco,2,41.09,0
C,8038,74.37,4.24,7.11,54,noche,seco,2,45.58,0
C,6901,89.56,4.86,6.2,160,tarde,humedo,6,52.26,0
C,5214,76.58,3.9,7.07,57,tarde,humedo,1,42.14,0
C,4339,68.16,4.56,6.2,94,manana,seco,1,49.54,0
A,4813,56.19,4.24,5.94,193,manana,humedo,3,48.73,0
A,959,77.79,4.16,6.64,12,noche,seco,2,44.01,0
C,200,77.1,2.55,6.01,29,tarde,humedo,2,53.82,0
A,6392,68.25,2.71,,123,manana,seco,2,48.71,0
C,200,78.56,2.17,6.54,120,noche,seco,1,51.15,0
B,5147,75.12,2.42,7.53,109,noche,seco,0,45.45,0
B,8162,53.07,4.69,5.44,59,noche,seco,1,33.33,0
C,2803,70.66,4.69,5.73,99,manana,humedo,2,64.03,0
A,3803,70.17,3.52,6.8,61,manana,humedo,1,35.16,0
A,6686,70.74,6.05,5.26,56,noche,humedo,4,35.73,0
A,8079,54.49,4.51,7.04,118,manana,humedo,4,44.54,0
A,4662,66.59,4.35,7.18,84,manana,seco,1,48.35,0
A,4449,66.18,2.25,5.67,37,manana,seco,1,48.82,0
B,4376,55.71,3.06,5.95,48,manana,seco,7,46.24,0
A,5659,63.41,5.47,5.74,21,manana,seco,1,50.17,0
A,6009,64.74,3.13,5.45,39,manana,seco,1,46.88,0
B,8310,47.45,2.33,5.4,25,manana,seco,2,40.54,0
B,2734,55.1,2.78,6.0,163,noche,seco,0,46.91,0
A,2526,68.14,4.21,7.58,15,manana,seco,0,40.31,0
C,3280,75.99,2.85,6.8,97,tarde,humedo,2,51.82,0
B,4580,60.54,5.98,5.41,37,noche,seco,3,47.16,0
A,8669,66.91,2.95,6.1,165,noche,humedo,4,45.16,0
B,8067,75.21,3.75,6.23,122,manana,humedo,6,37.26,0
A,4372,59.89,4.56,6.75,97,tarde,seco,2,53.93,0
C,2010,74.21,2.16,6.14,70,noche,seco,3,52.4,0
A,3792,74.44,3.22,5.7,218,manana,humedo,2,51.84,0
A,4144,64.75,4.24,6.26,115,tarde,seco,3,57.74,0
B,7836,64.85,3.89,6.38,53,tarde,seco,3,42.31,0
A,6009,65.49,3.64,6.4,67,tarde,humedo,3,33.95,0
A,2913,67.84,3.9,5.66,56,noche,polvoriento,0,37.7,0
C,4858,68.34,4.35,6.86,70,tarde,polvoriento,3,58.27,0
A,5626,64.46,,6.22,89,tarde,,4,37.51,0
B,5408,66.34,2.49,5.82,55,manana,humedo,1,52.49,0
B,5867,78.63,2.99,5.14,93,noche,humedo,3,45.89,0
B,1253,71.43,1.15,6.44,60,tarde,seco,0,40.56,0
B,9545,49.54,3.62,6.47,115,manana,seco,1,35.82,0
B,4771,63.08,2.05,5.21,16,manana,seco,4,53.01,0
A,6457,67.9,3.69,5.46,50,noche,polvoriento,3,36.94,0
B,4940,73.23,5.23,6.38,22,tarde,humedo,0,37.64,0
A,6149,72.64,2.55,5.95,101,tarde,humedo,1,38.31,0
A,2391,66.8,3.35,6.54,135,noche,seco,1,50.7,0
C,3195,70.34,3.45,7.19,53,manana,polvoriento,0,55.49,0
B,7822,76.72,3.56,6.13,136,tarde,humedo,2,38.78,0
A,6307,70.49,3.9,7.14,211,tarde,humedo,1,48.31,0
A,4761,56.11,4.25,5.94,192,manana,humedo,3,48.65,0
B,5908,69.29,4.17,5.91,95,noche,seco,3,33.75,0
A,4494,65.64,3.15,6.16,74,tarde,seco,3,43.38,1
B,2978,58.52,4.59,7.11,116,manana,humedo,1,41.07,0
B,8134,60.92,4.2,,125,manana,humedo,1,50.89,0
B,5867,66.61,4.61,6.09,221,manana,humedo,2,48.15,0
B,5149,64.61,,6.2,45,tarde,seco,0,49.69,0
A,2901,75.43,5.86,6.45,165,tarde,humedo,2,42.65,0
B,4638,66.14,3.47,6.3,282,tarde,seco,2,53.35,0
C,4431,73.33,,5.52,80,tarde,seco,2,56.0,0
A,5880,74.12,0.86,6.8,65,tarde,seco,1,47.08,0
A,5980,66.09,3.75,7.07,119,manana,seco,1,43.17,0
A,4762,74.24,4.42,,53,manana,humedo,1,50.2,0
C,4314,78.36,3.83,7.5,116,manana,seco,2,41.53,0
A,200,83.39,3.88,6.88,70,manana,humedo,0,40.84,0
B,304,73.58,2.14,7.12,198,manana,humedo,1,40.58,0
C,4741,58.94,4.75,7.56,117,manana,seco,1,48.6,0
B,2668,69.26,3.71,6.17,207,tarde,seco,3,42.54,0
C,7151,64.27,5.17,6.46,59,manana,seco,4,67.63,0
B,5362,72.4,2.62,7.13,28,noche,seco,3,48.2,0
A,2457,66.25,3.33,6.54,138,noche,seco,1,50.62,0
B,8263,65.86,3.45,5.9,51,tarde,seco,1,47.97,0
A,8399,49.1,4.53,6.98,146,manana,seco,2,40.6,0
B,8083,60.71,3.85,7.07,93,tarde,seco,4,34.69,1
B,422,63.27,5.01,5.98,180,tarde,seco,1,54.65,0
C,6162,79.78,2.66,6.52,61,manana,seco,1,49.03,0
B,1809,59.73,3.16,7.2,34,noche,humedo,3,40.42,0
A,7592,62.31,2.92,6.75,61,noche,humedo,4,50.1,0
C,7390,74.4,3.5,6.71,120,manana,seco,6,55.5,0
A,5450,73.19,4.57,7.02,70,tarde,seco,1,45.81,0
A,4660,67.12,2.91,6.48,33,noche,humedo,2,48.93,0
A,8264,71.53,3.75,6.09,41,noche,humedo,3,49.84,0
B,2203,69.75,2.85,5.81,48,manana,humedo,1,47.61,0
C,2070,81.03,4.57,5.24,87,tarde,seco,2,71.35,0
A,3200,60.61,3.06,7.16,132,tarde,seco,0,31.19,0
A,2678,73.58,3.59,6.04,67,manana,humedo,0,56.8,0
C,3655,79.13,6.37,5.56,38,noche,seco,2,40.99,0
A,2823,72.93,3.33,5.07,128,noche,seco,2,36.86,0
A,10017,79.2,6.2,6.92,70,tarde,humedo,3,59.7,1
C,4761,58.93,4.7,7.56,115,manana,seco,1,48.68,0
